ip_address,http_status,latitude,longitude,user name,time,city,state
196.29.138.70/9,51,40.7548,-73.6018,jbrigman6g@furl.net,2020-09-07 12:11:27,New Hyde Park,New York
60.155.62.216/25,34,40.7779,-82.4613,ryarmouth6h@nymag.com,2020-10-31 22:53:55,Mansfield,Ohio
43.152.7.81/12,31,39.7388,-104.4083,cmccarle6i@ovh.net,2020-04-13 17:31:40,Denver,Colorado
216.145.14.213/15,3,45.5289,-94.5933,mnewbatt6j@parallels.com,2020-06-11 21:58:23,Saint Cloud,Minnesota
169.197.229.169/4,86,38.189,-85.6768,esperrett6k@dagondesign.com,2020-12-02 20:35:52,Louisville,Kentucky
245.29.71.140/4,34,41.3057,-72.7799,ibautiste6l@hc360.com,2020-05-24 13:20:52,New Haven,Connecticut
113.3.191.243/28,62,47.2484,-122.4644,ldurtnall6m@slate.com,2021-01-23 21:11:19,Tacoma,Washington
180.151.82.110/19,87,31.6631,-106.1401,lallchin6n@amazon.de,2020-02-12 02:25:42,El Paso,Texas
52.69.43.251/25,73,42.4011,-96.372,jrighy6o@archive.org,2020-09-07 00:39:11,Sioux City,Iowa
39.55.196.67/4,1,37.5593,-77.4471,bchittleburgh6p@indiegogo.com,2020-07-14 18:37:04,Richmond,Virginia
136.211.109.100/5,71,40.754,-73.9808,ebeech6q@cbslocal.com,2020-05-12 14:05:46,New York City,New York
9.3.5.141/22,42,33.0169,-116.846,astirman6r@walmart.com,2020-08-03 11:50:58,San Diego,California
200.251.111.123/3,56,30.4478,-84.3211,odulwich6s@spiegel.de,2020-10-01 22:11:55,Tallahassee,Florida
84.97.202.157/17,93,40.692,-89.5887,krhys6t@seattletimes.com,2021-01-27 09:22:52,Peoria,Illinois
240.71.16.14/14,59,43.0349,-83.6887,ldurgan6u@reuters.com,2020-08-24 02:36:03,Flint,Michigan
63.78.114.202/7,36,33.8444,-84.474,psaxton6v@bloglines.com,2020-03-01 03:51:42,Atlanta,Georgia
97.195.253.217/9,72,38.8933,-77.0146,imcgaughey6w@yellowpages.com,2020-02-08 17:41:02,Washington,District of Columbia
188.190.15.8/4,79,35.233,-97.4067,apourvoieur6x@photobucket.com,2020-02-27 00:35:08,Norman,Oklahoma
184.178.71.145/17,61,29.4413,-98.4793,cdurston6y@biglobe.ne.jp,2020-01-03 02:13:20,San Antonio,Texas
25.113.15.150/31,71,41.786,-72.6758,sdenis6z@apache.org,2020-08-02 14:02:13,Hartford,Connecticut
116.248.174.42/11,10,29.6779,-90.0901,hdominicacci70@nasa.gov,2020-10-18 18:14:50,Metairie,Louisiana
89.14.247.28/4,9,40.7548,-73.6018,jjanczyk71@artisteer.com,2021-01-04 01:02:18,New Hyde Park,New York
236.95.21.112/7,65,33.2781,-111.7096,khourahan72@edublogs.org,2020-02-05 15:46:15,Gilbert,Arizona
107.6.119.66/13,87,32.7714,-97.2915,griby73@skype.com,2020-06-21 19:06:04,Fort Worth,Texas
250.60.66.102/2,49,61.1901,-149.9361,sohoolahan74@cmu.edu,2020-02-24 12:18:11,Anchorage,Alaska
62.51.242.251/7,73,36.1398,-96.0297,ksissot75@usnews.com,2020-04-06 04:01:16,Tulsa,Oklahoma
215.210.161.145/2,22,38.7202,-77.4391,jflaherty76@nydailynews.com,2020-10-03 11:10:21,Manassas,Virginia
51.218.141.7/7,19,39.9671,-83.0044,hfallens77@miibeian.gov.cn,2020-11-28 11:40:26,Columbus,Ohio
144.147.106.57/21,69,47.3081,-122.4185,mgeratasch78@elegantthemes.com,2020-06-30 16:45:12,Tacoma,Washington
156.116.38.152/17,23,38.8933,-77.0146,smcward79@netscape.com,2020-10-23 12:18:17,Washington,District of Columbia
37.183.233.3/14,28,39.0853,-77.6452,bbeaford7a@unicef.org,2020-09-09 04:33:38,Ashburn,Virginia
95.163.140.13/28,31,32.3366,-111.1771,bpilkinton7b@sciencedirect.com,2020-11-11 12:00:42,Tucson,Arizona
230.81.211.133/13,35,40.3522,-78.9383,ireddle7c@cdbaby.com,2020-11-30 18:54:36,Johnstown,Pennsylvania
94.214.244.203/2,47,34.1669,-118.1551,jrose7d@irs.gov,2020-05-15 00:26:03,Pasadena,California
78.3.253.9/18,95,36.8586,-76.2686,ghallas7e@wired.com,2020-04-19 06:38:31,Norfolk,Virginia
148.109.129.165/22,89,30.0167,-95.447,lshilladay7f@slideshare.net,2020-12-10 15:16:50,Houston,Texas
34.28.45.21/10,60,38.8933,-77.0146,jducker7g@umn.edu,2020-07-24 16:03:05,Washington,District of Columbia
31.101.48.130/16,37,35.0443,-106.6729,ggrinyakin7h@ning.com,2020-01-26 16:40:59,Albuquerque,New Mexico
144.107.5.195/20,96,30.2166,-97.8508,anoon7i@bbb.org,2020-01-29 19:33:47,Austin,Texas
124.98.203.2/23,33,38.2968,-81.5547,dmcnellis7j@oaic.gov.au,2020-01-29 17:06:24,Charleston,West Virginia
52.29.123.84/16,43,40.6914,-73.8061,krois7k@usnews.com,2020-03-07 17:01:45,Jamaica,New York
29.126.241.88/27,33,37.3811,-122.3348,epigdon7l@sina.com.cn,2020-05-21 07:06:35,San Mateo,California
219.100.6.38/14,87,33.413,-82.1337,lferrao7m@abc.net.au,2020-03-11 01:41:24,Augusta,Georgia
35.234.66.35/4,14,34.0324,-119.1343,glaste7n@ucoz.com,2020-08-22 18:24:59,Simi Valley,California
225.78.4.135/18,73,33.7915,-117.714,cmcharg7o@cnet.com,2020-07-15 19:58:56,Orange,California
186.179.129.152/27,44,40.6278,-75.3928,lprattin7p@drupal.org,2020-10-25 21:59:26,Bethlehem,Pennsylvania
220.15.158.29/12,42,35.9279,-114.9721,htriplet7q@netvibes.com,2020-10-22 18:40:55,Las Vegas,Nevada
205.66.224.151/22,88,27.4841,-82.5834,agounard7r@smugmug.com,2020-11-26 20:49:55,Bradenton,Florida
16.55.21.111/12,11,32.7714,-97.2915,sroman7s@pcworld.com,2020-07-07 23:26:27,Fort Worth,Texas
164.84.207.180/3,10,39.1668,-84.5382,lholmes7t@netlog.com,2020-02-27 22:15:14,Cincinnati,Ohio
80.244.31.164/29,9,26.5354,-80.1124,bnealy7u@guardian.co.uk,2020-06-09 21:48:13,Boynton Beach,Florida
139.211.224.248/8,22,43.0314,-85.5503,ayouster7v@merriam-webster.com,2020-02-11 15:08:01,Grand Rapids,Michigan
202.215.201.109/16,8,31.7674,-106.4304,celby7w@wikia.com,2020-11-21 02:54:32,El Paso,Texas
117.86.106.39/14,58,42.7684,-78.8871,aaldington7x@elegantthemes.com,2020-06-30 04:14:41,Buffalo,New York
79.232.236.140/8,76,41.7638,-72.673,sseligson7y@prnewswire.com,2020-05-22 17:47:26,Hartford,Connecticut
231.19.198.166/3,26,42.3749,-83.1087,chuitson7z@feedburner.com,2021-01-24 10:00:48,Detroit,Michigan
209.97.37.32/19,73,39.4336,-87.4101,brappa80@uiuc.edu,2020-11-18 16:20:33,Terre Haute,Indiana
76.49.137.225/28,89,42.2492,-71.8108,hainscough81@xing.com,2020-03-16 07:27:18,Worcester,Massachusetts
94.213.125.6/3,82,38.189,-85.6768,ccrocker82@constantcontact.com,2020-01-31 05:50:41,Louisville,Kentucky
73.141.153.106/6,62,43.6375,-84.2568,granyard83@free.fr,2020-03-13 02:11:49,Midland,Michigan
93.140.148.41/25,77,40.8956,-81.433,oastill84@stumbleupon.com,2020-08-08 17:59:30,Canton,Ohio
155.3.55.141/17,13,42.1707,-72.6048,ijohansen85@dion.ne.jp,2020-05-21 05:57:59,Springfield,Massachusetts
67.173.18.184/7,79,39.6505,-79.944,bnunesnabarro86@canalblog.com,2020-09-27 00:23:54,Morgantown,West Virginia
114.153.31.115/28,12,43.1367,-77.6481,prowledge87@abc.net.au,2020-10-04 10:38:02,Rochester,New York
197.89.84.195/12,63,41.2722,-75.8801,dkapiloff88@amazon.co.uk,2020-10-05 02:50:10,Wilkes Barre,Pennsylvania
191.47.2.191/20,72,35.9901,-83.9622,pdunican89@timesonline.co.uk,2020-05-10 18:46:44,Knoxville,Tennessee
106.57.65.108/4,89,41.9229,-87.6483,mroman8a@mayoclinic.com,2020-02-03 07:47:51,Chicago,Illinois
49.84.205.232/26,68,42.2399,-83.1508,kswett8b@imdb.com,2020-09-16 19:10:11,Detroit,Michigan
158.242.244.18/4,54,39.2692,-84.3307,mleonida8c@youtu.be,2020-05-24 10:41:24,Cincinnati,Ohio
142.247.179.250/4,14,42.6395,-112.3138,gwatchorn8d@arizona.edu,2020-03-02 14:38:59,Pocatello,Idaho
68.81.67.92/11,81,40.7845,-96.6888,icallender8e@hao123.com,2020-06-25 18:16:34,Lincoln,Nebraska
188.230.160.3/8,63,25.5584,-80.4582,kpott8f@unblog.fr,2020-09-11 03:25:33,Miami,Florida
24.14.7.143/3,37,38.6128,-90.2185,pphilpin8g@wisc.edu,2020-05-09 00:35:56,Saint Louis,Missouri
41.97.15.218/4,45,41.1465,-85.1232,rmochan8h@bing.com,2020-04-24 02:42:48,Fort Wayne,Indiana
221.114.50.235/10,97,38.8289,-104.5269,mdurston8i@naver.com,2020-03-24 16:46:27,Colorado Springs,Colorado
91.118.223.221/12,2,31.6948,-106.3,rtunnow8j@earthlink.net,2020-10-15 22:58:07,El Paso,Texas
78.201.75.254/5,91,45.9783,-108.1945,cedwardes8k@weather.com,2021-01-21 10:31:41,Billings,Montana
43.173.67.215/19,33,38.949,-94.7405,zeagan8l@intel.com,2021-01-07 00:06:14,Shawnee Mission,Kansas
41.141.248.120/16,63,41.3089,-73.3637,lhorsley8m@msn.com,2020-07-16 01:05:27,Bridgeport,Connecticut
33.208.100.115/28,66,26.2416,-81.8071,vbotham8n@merriam-webster.com,2020-06-02 05:17:43,Naples,Florida
163.147.93.213/1,6,38.7378,-104.6459,cgerrans8o@google.fr,2020-01-26 02:48:45,Colorado Springs,Colorado
87.103.154.33/29,59,32.4968,-92.0756,jrawlin8p@vistaprint.com,2020-03-13 03:13:53,Monroe,Louisiana
200.51.72.82/30,24,39.8326,-86.0836,zboydle8q@answers.com,2021-01-12 21:05:01,Indianapolis,Indiana
15.159.199.159/9,25,30.085,-94.2607,gkimmings8r@wisc.edu,2020-12-16 10:48:09,Beaumont,Texas
245.103.250.195/21,47,41.6857,-81.6728,ebowditch8s@liveinternet.ru,2020-10-31 12:54:42,Cleveland,Ohio
55.109.46.48/22,27,33.9328,-84.556,mroskelly8t@aboutads.info,2020-10-27 09:03:50,Marietta,Georgia
180.235.85.205/26,29,42.5992,-84.372,apetican8u@discovery.com,2020-10-19 11:19:43,Lansing,Michigan
246.118.49.173/2,28,38.9273,-94.7143,miannuzzelli8v@storify.com,2020-04-27 10:43:08,Shawnee Mission,Kansas
245.222.222.221/8,44,30.6589,-88.178,jpaulin8w@dmoz.org,2020-11-01 14:15:11,Mobile,Alabama
122.54.218.98/15,73,38.8933,-77.0146,gskoughman8x@xrea.com,2020-05-22 17:58:47,Washington,District of Columbia
108.233.27.92/10,84,40.7808,-73.9772,bknill8y@issuu.com,2020-03-18 14:33:24,New York City,New York
71.32.149.36/31,55,41.0938,-85.0707,rzimmerman8z@barnesandnoble.com,2020-10-09 23:38:45,Fort Wayne,Indiana
79.73.57.87/2,43,33.9631,-118.3941,idefond90@globo.com,2020-09-02 12:40:00,Los Angeles,California
75.131.217.39/7,53,39.2933,-76.6238,gplacidi91@gnu.org,2020-10-18 15:11:52,Baltimore,Maryland
180.9.91.147/30,65,33.7866,-118.2987,bmcramsey92@zdnet.com,2020-06-23 21:14:38,Whittier,California
215.133.40.229/8,57,39.7439,-104.9876,bbedinham93@howstuffworks.com,2020-06-20 18:35:35,Denver,Colorado
254.94.153.90/16,14,37.7509,-122.4153,fhanway94@merriam-webster.com,2021-01-10 03:59:32,San Francisco,California
175.253.138.171/9,14,38.0283,-84.4715,kcogley95@fda.gov,2020-07-18 08:03:35,Lexington,Kentucky
114.176.170.236/24,55,30.033,-89.8826,aconti96@themeforest.net,2020-05-24 14:48:54,New Orleans,Louisiana
79.118.222.70/6,84,33.7169,-112.238,sprowse97@linkedin.com,2020-10-28 19:49:53,Peoria,Arizona
219.55.39.109/19,6,36.9312,-76.2397,hdetocqueville98@census.gov,2020-01-14 23:12:21,Norfolk,Virginia
195.127.149.52/4,37,35.8596,-86.421,sdalgarno99@ebay.com,2020-08-02 16:21:52,Murfreesboro,Tennessee
58.168.197.126/27,84,40.7526,-73.9755,leldered9a@cocolog-nifty.com,2020-05-29 13:10:18,New York City,New York
94.28.226.211/10,21,38.8933,-77.0146,mcahalan9b@globo.com,2020-02-03 17:19:52,Washington,District of Columbia
210.196.180.218/1,36,27.8444,-82.7963,kharvard9c@unesco.org,2020-10-24 17:57:35,Seminole,Florida
234.118.77.192/13,51,32.6889,-97.1905,prace9d@netvibes.com,2020-04-04 17:28:30,Arlington,Texas
185.115.238.24/4,40,39.7495,-89.606,shug9e@mtv.com,2020-03-16 12:33:16,Springfield,Illinois
253.39.23.95/14,74,35.0942,-85.1757,igundry9f@list-manage.com,2020-11-23 11:26:34,Chattanooga,Tennessee
29.11.79.6/18,15,44.968,-93.1981,dwilles9g@newyorker.com,2020-02-08 08:48:10,Saint Paul,Minnesota
161.216.41.197/7,19,39.6472,-105.0795,gfaunch9h@linkedin.com,2020-05-19 16:57:42,Denver,Colorado
72.28.93.154/16,99,28.3822,-81.569,bromayne9i@ow.ly,2020-04-28 21:24:38,Orlando,Florida
186.161.48.217/17,62,42.2399,-83.1508,vchatfield9j@admin.ch,2020-08-26 20:24:42,Detroit,Michigan
152.16.103.232/13,62,35.1885,-101.8165,bmuirhead9k@geocities.jp,2020-03-02 09:13:09,Amarillo,Texas
216.88.207.183/1,75,38.6406,-121.444,aporrett9l@linkedin.com,2020-09-15 11:18:29,Sacramento,California
72.53.59.250/28,10,41.7638,-72.673,acoppledike9m@so-net.ne.jp,2020-11-20 09:06:02,Hartford,Connecticut
236.12.222.24/21,9,36.9216,-76.0171,gnorcutt9n@harvard.edu,2020-03-26 20:51:00,Virginia Beach,Virginia
109.197.49.125/28,38,38.6531,-90.2435,vouldcott9o@google.com.br,2020-05-08 08:10:04,Saint Louis,Missouri
175.236.129.97/30,82,40.6324,-74.1172,kwhichelow9p@chronoengine.com,2020-09-24 15:55:47,Staten Island,New York
168.66.116.40/12,29,36.032,-83.8021,mabarough9q@blogspot.com,2020-03-31 12:31:44,Knoxville,Tennessee
241.177.206.223/2,61,42.7198,-73.8207,sbaskeyfield9r@wordpress.com,2020-04-11 19:17:30,Albany,New York
212.58.175.89/24,71,42.0794,-91.5992,fyedall9s@yellowbook.com,2020-03-01 15:16:42,Cedar Rapids,Iowa
125.152.135.37/16,89,30.0505,-95.4695,mrabbitts9t@jiathis.com,2020-07-28 06:23:16,Spring,Texas
208.171.174.191/4,21,40.6451,-73.945,lsinkings9u@taobao.com,2020-06-18 01:20:08,Brooklyn,New York
67.252.232.232/31,64,34.1869,-118.348,ashoveller9v@unesco.org,2020-11-10 02:42:44,Burbank,California
167.230.91.146/6,6,32.8488,-79.8577,tsylvaine9w@bravesites.com,2020-08-30 16:40:16,Charleston,South Carolina
165.186.249.195/2,61,32.7673,-96.7776,jhaisell9x@list-manage.com,2021-01-16 01:06:22,Dallas,Texas
140.58.201.36/3,84,38.189,-85.6768,melfes9y@networkadvertising.org,2020-06-15 03:48:56,Louisville,Kentucky
88.97.162.147/24,57,29.9335,-95.3981,rglave9z@va.gov,2020-09-29 05:25:20,Houston,Texas
14.222.44.42/24,65,40.0185,-76.2976,lcottisa0@hostgator.com,2020-09-27 08:48:08,Lancaster,Pennsylvania
165.121.116.194/16,4,33.0169,-116.846,mbirtchnella1@soup.io,2020-10-18 02:28:07,Escondido,California
30.233.238.219/2,16,29.6813,-82.3539,ddovea2@youtube.com,2020-08-20 03:27:34,Gainesville,Florida
188.166.143.219/1,75,29.6223,-95.26,karpa3@wikipedia.org,2021-01-25 03:38:45,Houston,Texas
71.75.238.10/13,84,39.1696,-84.5478,bgeldarta4@princeton.edu,2020-08-30 15:31:15,Cincinnati,Ohio
243.156.124.134/26,45,41.8119,-87.6873,tferrersa5@cam.ac.uk,2020-10-03 07:19:38,Chicago,Illinois
212.158.3.150/2,40,40.6681,-111.9083,mcradocka6@nymag.com,2020-02-15 13:54:35,Salt Lake City,Utah
119.155.237.127/29,20,35.0583,-79.008,sdavidmana7@moonfruit.com,2021-01-04 20:41:13,Fayetteville,North Carolina
96.194.26.116/8,80,33.0169,-116.846,nhasteda8@answers.com,2020-01-12 02:37:33,San Diego,California
8.95.35.29/29,84,28.2059,-82.3063,bloranta9@over-blog.com,2020-07-08 09:52:09,Zephyrhills,Florida
99.247.224.162/31,76,35.421,-97.5616,jpoxonaa@mapquest.com,2020-10-22 03:42:49,Oklahoma City,Oklahoma
247.164.37.119/18,27,36.1379,-86.741,gdsouzaab@nhs.uk,2020-09-21 23:44:26,Nashville,Tennessee
41.213.28.222/28,97,27.9671,-82.4334,kmatthiasac@smh.com.au,2020-03-17 01:42:18,Tampa,Florida
169.237.83.97/31,21,44.8685,-123.0438,pmacgorleyad@ed.gov,2020-02-20 10:51:48,Salem,Oregon
18.93.118.107/31,87,40.4614,-88.953,agerleitae@census.gov,2020-11-13 03:01:09,Bloomington,Illinois
87.214.112.173/23,4,29.7758,-95.3121,htweddleaf@creativecommons.org,2020-07-20 00:41:22,Houston,Texas
2.249.32.56/4,94,27.981,-81.6736,mrevenag@hao123.com,2020-11-29 13:48:28,Winter Haven,Florida
118.33.59.17/8,50,32.4589,-93.7143,ecardingah@opensource.org,2020-02-22 08:39:07,Shreveport,Louisiana
80.131.225.230/17,37,30.2081,-92.0951,wchildesai@toplist.cz,2020-10-23 11:21:50,Lafayette,Louisiana
70.204.21.223/26,3,32.7065,-97.3375,mwinshipaj@youtu.be,2020-12-26 05:34:26,Fort Worth,Texas
203.235.249.11/27,55,31.9701,-111.8907,mdelahayeak@blinklist.com,2020-04-12 13:41:43,Tucson,Arizona
142.104.50.73/25,50,35.216,-102.0714,lwaitingal@netscape.com,2020-02-28 01:40:15,Amarillo,Texas
232.83.145.87/30,66,41.7638,-72.673,rpowderam@blog.com,2020-10-19 21:34:42,Hartford,Connecticut
128.51.8.178/4,36,32.6722,-96.7774,gdeelyan@dyndns.org,2020-03-02 08:59:56,Dallas,Texas
80.211.39.142/23,29,37.7639,-97.4269,jkuhndelao@va.gov,2021-01-21 00:21:01,Wichita,Kansas
190.165.181.184/7,16,25.9597,-80.1403,rtrewekeap@google.com,2021-01-10 15:18:59,Miami,Florida
139.75.228.242/9,66,38.8933,-77.0146,mshearstoneaq@cargocollective.com,2020-11-29 10:53:19,Washington,District of Columbia
32.236.198.170/7,20,29.3977,-98.4658,noransar@so-net.ne.jp,2021-01-19 04:39:25,San Antonio,Texas
162.229.50.119/26,56,41.5968,-86.293,cfanteas@stumbleupon.com,2020-01-14 06:05:54,South Bend,Indiana
18.39.66.6/18,97,47.116,-114.0498,agarrattyat@indiatimes.com,2020-02-03 05:25:32,Missoula,Montana
236.2.219.36/16,73,38.8247,-104.562,dthoringtonau@1688.com,2020-12-03 07:37:01,Colorado Springs,Colorado
223.129.130.107/10,14,35.4369,-119.0679,vkippaxav@de.vu,2020-08-30 18:59:50,Bakersfield,California
162.112.221.226/13,63,33.0277,-96.6777,iclynteraw@omniture.com,2020-07-12 11:31:18,Plano,Texas
249.21.220.208/12,17,35.0656,-80.8511,czanreax@networkadvertising.org,2020-09-04 18:47:43,Charlotte,North Carolina
53.189.219.175/6,38,32.4401,-88.6783,fguinnaneay@sogou.com,2020-07-17 10:11:05,Meridian,Mississippi
17.144.61.34/20,24,40.6278,-75.3928,aballingaz@kickstarter.com,2020-05-25 09:39:38,Bethlehem,Pennsylvania
105.110.148.218/7,2,35.191,-94.2382,themberb0@godaddy.com,2020-06-04 01:20:55,Fort Smith,Arkansas
159.169.233.66/27,73,41.6255,-86.2433,hrugerb1@indiatimes.com,2020-06-30 20:50:30,South Bend,Indiana
47.230.23.132/26,73,34.1378,-118.2424,kallinghamb2@macromedia.com,2020-05-14 06:45:35,Glendale,California
154.187.72.104/4,89,30.2907,-97.7648,ngerrensb3@odnoklassniki.ru,2020-07-09 14:56:02,Austin,Texas
174.122.67.144/11,16,37.8571,-122.25,swhitnallb4@hatena.ne.jp,2020-04-08 07:13:51,Berkeley,California
59.17.94.225/17,93,32.7673,-96.7776,dlandonb5@de.vu,2020-12-06 04:08:10,Dallas,Texas
167.105.190.174/1,42,42.3648,-71.8969,mveltenb6@multiply.com,2020-11-11 23:30:37,Worcester,Massachusetts
164.167.183.52/19,26,39.2847,-76.6205,msoggb7@yahoo.com,2020-10-05 21:41:38,Baltimore,Maryland
174.44.99.225/1,90,33.8444,-84.474,sjaysb8@over-blog.com,2020-11-15 19:32:01,Atlanta,Georgia
98.115.94.237/6,64,45.0058,-93.4193,rbannardb9@alibaba.com,2020-05-08 19:43:46,Minneapolis,Minnesota
185.102.47.146/21,88,32.7948,-96.7697,dmotteba@clickbank.net,2020-05-23 17:07:38,Dallas,Texas
39.216.194.151/3,80,43.0696,-89.4239,edrohunbb@devhub.com,2020-12-28 18:58:16,Madison,Wisconsin
87.179.61.41/16,3,35.4015,-101.8951,lmonahanbc@phoca.cz,2020-12-28 16:51:16,Amarillo,Texas
187.159.89.10/23,44,29.6889,-95.4341,acozensbd@scribd.com,2020-09-18 03:31:17,Houston,Texas
124.21.249.62/23,62,34.6019,-117.8123,ghassardbe@accuweather.com,2020-01-14 21:50:42,Palmdale,California
32.196.127.165/17,62,35.0583,-79.008,tkennhambf@facebook.com,2020-06-13 04:31:45,Fayetteville,North Carolina
251.137.118.159/23,63,35.3039,-119.1056,geydelbg@naver.com,2021-01-08 06:28:07,Bakersfield,California
197.201.248.224/17,66,61.1089,-149.4403,grustonbh@princeton.edu,2020-01-10 19:01:47,Anchorage,Alaska
87.37.244.190/31,12,44.9762,-93.2759,cferrerasbi@miitbeian.gov.cn,2021-01-05 22:44:04,Minneapolis,Minnesota
105.89.183.208/11,65,31.8693,-102.0317,gstoylesbj@nydailynews.com,2020-04-04 14:10:37,Midland,Texas
84.136.30.77/27,96,27.777,-97.4632,bbrewinsbk@kickstarter.com,2020-10-09 10:51:11,Corpus Christi,Texas
76.150.103.90/20,84,43.006,-87.9429,ltuitebl@drupal.org,2020-05-02 15:24:24,Milwaukee,Wisconsin
91.227.110.107/19,49,33.5508,-88.4865,dbaileybm@forbes.com,2020-02-27 21:27:24,Columbus,Mississippi
110.158.60.5/2,97,30.033,-89.8826,bblaberbn@illinois.edu,2020-08-19 19:48:14,New Orleans,Louisiana
160.200.231.149/14,5,34.0324,-119.1343,fcanlinbo@networksolutions.com,2020-03-14 19:27:36,Oxnard,California
118.39.223.145/21,100,32.3475,-95.3065,cwhaleybp@skyrock.com,2020-05-04 09:48:16,Tyler,Texas
96.33.105.14/29,21,38.8932,-77.049,jblackadderbq@vk.com,2020-12-30 18:22:08,Washington,District of Columbia
41.55.248.194/13,99,42.2719,-83.1545,bnoseworthybr@economist.com,2020-10-29 05:44:42,Detroit,Michigan
237.131.120.10/16,63,36.1866,-86.7852,fmcgrailbs@prweb.com,2020-10-05 01:12:48,Nashville,Tennessee
96.55.98.169/16,64,30.2407,-81.893,mflaritybt@netscape.com,2020-11-13 07:43:26,Jacksonville,Florida
186.53.25.193/23,45,37.3589,-79.9448,abewseybu@multiply.com,2020-09-28 19:37:32,Roanoke,Virginia
29.217.107.164/16,93,41.6782,-83.4972,cbyrkmyrbv@woothemes.com,2020-06-05 12:09:04,Toledo,Ohio
116.98.228.29/13,43,35.9279,-114.9721,eplummbw@goodreads.com,2020-11-04 23:10:45,Las Vegas,Nevada
100.179.126.202/15,14,39.0663,-94.5674,wgaliabx@purevolume.com,2020-01-26 20:50:43,Kansas City,Missouri
2.158.216.142/15,42,33.0169,-116.846,wgreserby@t-online.de,2020-06-25 16:57:33,San Diego,California
58.123.39.135/8,66,42.7198,-73.8207,etorricellabz@dmoz.org,2020-02-16 21:04:05,Albany,New York
31.101.125.234/16,54,30.033,-89.8826,znutbeemc0@weibo.com,2020-11-14 06:07:25,New Orleans,Louisiana
4.151.183.252/4,65,34.1073,-118.2266,dashlinc1@cloudflare.com,2020-08-13 19:06:53,Los Angeles,California
63.188.201.73/27,100,38.2149,-85.6245,goffac2@blinklist.com,2020-12-09 09:03:52,Louisville,Kentucky
60.185.252.185/14,92,30.6589,-88.178,obabbidgec3@histats.com,2020-01-06 01:41:12,Mobile,Alabama
183.159.21.142/2,6,33.5225,-86.8094,okimbroughc4@ucsd.edu,2020-04-05 00:17:05,Birmingham,Alabama
35.214.241.176/7,19,33.8444,-84.474,wsammonc5@infoseek.co.jp,2020-09-06 16:16:53,Atlanta,Georgia
159.189.40.35/18,46,34.2006,-118.4868,gtrowlc6@etsy.com,2020-04-12 21:54:27,Van Nuys,California
234.229.175.88/31,30,30.4061,-87.2917,drosonec7@vimeo.com,2020-12-23 10:27:46,Pensacola,Florida
125.4.26.22/16,34,29.7041,-95.401,dconveryc8@biblegateway.com,2020-01-10 10:46:46,Houston,Texas
18.33.183.109/1,56,30.671,-88.1267,tstocktonc9@xing.com,2021-01-05 22:13:55,Mobile,Alabama
149.11.212.42/12,22,42.7325,-84.5587,kwalkingshawca@reverbnation.com,2020-03-28 15:14:54,Lansing,Michigan
115.122.52.236/18,38,44.9762,-93.2759,ocoggancb@tripod.com,2020-08-14 11:43:07,Minneapolis,Minnesota
202.210.253.152/23,91,38.0638,-84.5027,edudnycc@cisco.com,2020-02-07 08:57:45,Migrate,Kentucky
7.147.12.127/22,72,40.8247,-96.6252,emingaycd@nydailynews.com,2020-07-07 15:34:43,Lincoln,Nebraska
156.83.78.72/30,23,35.9279,-114.9721,splattce@simplemachines.org,2020-11-10 10:47:15,Las Vegas,Nevada
50.155.238.253/18,65,40.6763,-73.7966,cluebbertcf@dell.com,2020-05-23 07:09:44,Jamaica,New York
218.149.138.58/18,32,40.8085,-73.9198,jmuatcg@disqus.com,2020-04-09 06:02:44,Bronx,New York
215.89.120.116/17,99,35.1885,-101.8165,gposnerch@blogspot.com,2020-04-04 14:47:08,Amarillo,Texas
88.157.83.35/8,10,38.9033,-92.1022,bdandreaci@java.com,2020-03-24 22:03:47,Columbia,Missouri
244.124.25.93/28,48,39.9274,-104.9548,eyukhovcj@salon.com,2020-01-11 17:19:09,Denver,Colorado
167.203.193.97/4,96,25.9441,-80.2144,kbartolomeonick@jugem.jp,2020-07-25 09:18:05,Miami,Florida
82.108.67.138/19,85,38.189,-85.6768,mfatharlycl@people.com.cn,2020-06-06 22:36:18,Louisville,Kentucky
34.99.5.151/13,80,39.11,-94.4401,afauldercm@unicef.org,2020-12-27 15:46:47,Independence,Missouri
185.18.74.79/7,11,38.8999,-94.832,amcgirlcn@jalbum.net,2020-12-28 05:48:58,Shawnee Mission,Kansas
233.45.237.150/20,84,30.0042,-95.1728,rscrivinco@army.mil,2020-12-21 03:44:39,Humble,Texas
212.213.127.27/12,3,47.1441,-122.4434,preapcp@eepurl.com,2020-08-11 05:47:27,Tacoma,Washington
87.49.125.38/31,95,39.1668,-84.5382,mmitroshinovcq@amazon.co.jp,2020-02-12 14:53:27,Cincinnati,Ohio
69.90.140.238/26,60,38.3774,-121.4444,oabrahamsoncr@cafepress.com,2020-12-21 04:23:24,Sacramento,California
159.174.198.44/10,69,30.2081,-92.0951,jdallicottcs@naver.com,2020-05-16 11:09:29,Lafayette,Louisiana
89.129.168.74/12,35,25.8655,-80.1936,cmarciskewskict@miitbeian.gov.cn,2020-12-16 04:34:05,Miami,Florida
170.165.199.169/20,80,40.8111,-73.9642,sdunkleycu@imgur.com,2020-03-13 04:24:14,New York City,New York
91.105.228.9/26,27,38.8808,-77.113,ifarrancv@nifty.com,2020-07-27 13:43:37,Arlington,Virginia
