ip_address,http_status,latitude,longitude,user name,time,state,city
147.128.253.222/7,4,33.7866,-118.2987,bdankersley6h@rediff.com,2020-10-09 14:41:04,California,Los Angeles
3.109.5.175/16,16,43.073,-89.4528,mbudd6i@virginia.edu,2021-01-23 13:07:07,Wisconsin,Madison
167.210.37.244/26,95,43.286,-77.6843,gmcclaren6j@xing.com,2020-01-25 09:09:36,New York,Rochester
210.161.123.135/23,68,31.6948,-106.3,atonkinson6k@economist.com,2020-01-12 22:35:42,Texas,El Paso
99.192.30.238/1,1,47.6964,-117.4399,sgrave6l@istockphoto.com,2020-05-13 09:13:35,Washington,Spokane
135.167.70.219/18,98,37.2602,-121.7709,bacomb6m@alibaba.com,2020-10-03 06:34:55,California,San Jose
142.25.43.13/11,55,39.7617,-84.1498,oconnock6n@ifeng.com,2020-10-31 20:57:26,Ohio,Dayton
177.126.126.117/10,74,41.6857,-81.6728,abessett6o@a8.net,2020-10-11 04:58:49,Ohio,Cleveland
81.181.91.56/23,40,28.5469,-81.2571,megan6p@dmoz.org,2020-02-25 12:09:53,Florida,Orlando
135.73.201.123/11,43,37.7848,-122.7278,iprobate6q@oracle.com,2020-06-09 08:19:55,California,San Francisco
139.29.79.7/9,100,37.8471,-122.2223,kjory6r@diigo.com,2020-09-28 00:31:01,California,Oakland
216.227.242.216/13,98,29.1565,-82.2095,hwhyler6s@wordpress.com,2020-02-15 03:17:37,Florida,Ocala
229.89.151.7/27,54,33.6493,-86.7057,rhaslehurst6t@google.fr,2020-02-07 10:40:47,Alabama,Birmingham
14.250.50.157/11,83,38.2341,-84.8748,rnecolds6u@google.ru,2020-02-02 08:49:29,Kentucky,Frankfort
36.163.212.195/14,8,39.1668,-84.5382,jbour6v@cloudflare.com,2020-03-26 04:44:57,Ohio,Cincinnati
174.154.217.170/17,56,28.06,-82.4079,bgiacomello6w@nifty.com,2020-08-12 21:32:22,Florida,Tampa
223.20.110.203/27,1,33.3616,-111.2795,pbeernt6x@weibo.com,2020-12-30 16:21:51,Arizona,Apache Junction
41.188.192.145/10,40,42.1827,-80.0649,yvandenbroek6y@redcross.org,2020-07-18 05:56:18,Pennsylvania,Erie
10.88.35.148/16,83,31.7444,-106.2879,gleynham6z@wp.com,2020-10-08 14:48:30,Texas,El Paso
37.226.90.222/26,72,39.0429,-95.7697,ndeandisie70@infoseek.co.jp,2020-08-03 20:47:32,Kansas,Topeka
149.30.75.230/13,43,25.5584,-80.4582,mgomar71@washingtonpost.com,2021-01-16 05:53:16,Florida,Miami
82.13.38.221/11,65,32.9522,-96.6654,cburdess72@slideshare.net,2020-04-10 14:36:06,Texas,Garland
54.30.248.21/29,59,39.0763,-77.1234,rbentsen73@google.com.hk,2020-12-31 04:37:31,Maryland,Rockville
184.26.45.231/4,16,42.2399,-83.1508,cdelacourt74@about.com,2020-02-28 20:05:30,Michigan,Detroit
209.217.49.42/2,16,38.8336,-76.8777,manetts75@last.fm,2020-08-02 07:51:57,Maryland,Bowie
107.122.209.237/3,88,36.9216,-76.0171,sleicester76@zdnet.com,2020-05-12 07:09:13,Virginia,Virginia Beach
170.146.110.253/3,40,39.6888,-105.156,nbelasco77@flavors.me,2020-11-30 04:41:04,Colorado,Denver
61.189.113.192/9,59,38.4134,-82.2774,wankrett78@mysql.com,2020-07-07 17:42:32,West Virginia,Huntington
245.144.217.173/10,100,38.189,-85.6768,bharmes79@ftc.gov,2020-01-07 01:39:43,Kentucky,Louisville
133.31.104.230/21,81,38.3774,-121.4444,bdulen7a@webnode.com,2020-04-25 03:26:09,California,Sacramento
83.155.76.198/21,75,40.7526,-73.9755,gcajkler7b@uiuc.edu,2020-06-15 19:01:17,New York,New York City
56.210.196.205/9,36,37.929,-87.6604,ccowdery7c@nydailynews.com,2020-01-26 12:53:21,Indiana,Evansville
230.119.130.254/24,7,37.6374,-122.067,ksimeonov7d@indiatimes.com,2020-07-05 03:59:44,California,Hayward
230.71.252.170/30,6,33.4226,-111.7236,ppethick7e@soundcloud.com,2020-01-26 12:24:49,Arizona,Phoenix
115.204.144.5/26,30,38.189,-85.6768,mvotier7f@opera.com,2020-01-07 10:43:52,Kentucky,Louisville
27.10.47.45/13,37,37.5593,-77.4471,bgrievson7g@multiply.com,2020-12-01 03:57:40,Virginia,Richmond
221.218.113.7/12,86,39.9671,-83.0044,dletch7h@apple.com,2020-07-11 23:02:35,Ohio,Columbus
188.65.92.113/15,93,39.7495,-89.606,frulf7i@si.edu,2020-04-22 06:24:54,Illinois,Springfield
182.184.193.151/14,46,61.204,-149.8084,sboyett7j@cyberchimps.com,2020-11-23 01:53:04,Alaska,Anchorage
168.222.181.192/21,11,21.351,-157.8795,jseide7k@drupal.org,2020-01-22 10:35:40,Hawaii,Honolulu
223.153.84.88/27,32,36.7949,-119.7604,cgillopp7l@scientificamerican.com,2020-11-14 10:05:40,California,Fresno
158.191.80.206/14,90,29.834,-95.4342,rcostain7m@usda.gov,2020-10-29 02:16:49,Texas,Houston
166.216.98.67/24,81,42.3648,-71.8969,msaiger7n@linkedin.com,2020-10-31 23:09:37,Massachusetts,Worcester
159.199.241.138/8,88,41.2435,-95.9629,iklimkowski7o@123-reg.co.uk,2020-08-23 18:40:01,Nebraska,Omaha
9.20.92.211/31,80,38.189,-85.6768,gdoyle7p@telegraph.co.uk,2020-08-12 12:17:24,Kentucky,Louisville
41.21.128.18/25,45,39.1668,-84.5382,frockliffe7q@networkadvertising.org,2020-05-03 22:11:23,Ohio,Cincinnati
194.181.59.6/22,28,34.0268,-84.2422,amatchett7r@posterous.com,2020-07-17 06:27:23,Georgia,Alpharetta
177.205.125.46/9,35,30.2907,-97.7648,nwatman7s@usda.gov,2020-09-19 05:01:00,Texas,Austin
69.147.118.248/5,76,31.6948,-106.3,wbavester7t@mlb.com,2020-03-17 07:57:50,Texas,El Paso
230.15.16.70/8,58,41.3657,-72.9275,jfleischmann7u@squarespace.com,2021-01-30 03:58:04,Connecticut,New Haven
14.205.17.173/27,46,33.1428,-97.0727,rloreit7v@wp.com,2020-06-24 06:05:31,Texas,Denton
48.206.155.235/7,41,34.01,-118.4717,erimer7w@bigcartel.com,2020-08-06 10:55:03,California,Santa Monica
18.102.99.7/8,58,29.1565,-82.2095,pclute7x@themeforest.net,2020-02-28 23:41:02,Florida,Ocala
8.196.157.178/29,54,35.5514,-97.4075,cmicka7y@tripadvisor.com,2020-12-29 17:49:26,Oklahoma,Oklahoma City
193.247.175.87/31,57,34.0268,-84.2422,ktinn7z@craigslist.org,2020-12-20 02:03:53,Georgia,Alpharetta
148.210.141.250/12,37,38.189,-85.6768,ebrignell80@sina.com.cn,2020-07-23 12:51:49,Kentucky,Louisville
174.26.117.24/24,16,33.2765,-112.1872,noldall81@sitemeter.com,2020-04-26 21:02:19,Arizona,Glendale
104.186.120.70/12,73,43.1791,-86.1989,othring82@csmonitor.com,2020-12-28 10:35:23,Michigan,Muskegon
76.169.168.92/4,11,30.2081,-92.0951,dmuldownie83@alibaba.com,2021-01-23 23:58:16,Louisiana,Lafayette
97.139.102.15/1,58,44.2595,-72.585,rboecke84@fema.gov,2020-12-28 07:08:10,Vermont,Montpelier
41.21.91.147/14,91,38.8836,-77.1395,kwarrender85@1688.com,2020-09-15 12:16:57,Virginia,Arlington
70.68.85.89/18,9,37.8044,-122.2698,gfassam86@abc.net.au,2020-06-09 10:39:39,California,Oakland
65.58.226.214/3,13,41.2949,-96.0546,jplaydon87@sogou.com,2020-10-27 08:40:21,Nebraska,Omaha
190.172.137.178/6,64,42.2399,-83.1508,bdillistone88@wsj.com,2020-04-01 21:33:02,Michigan,Detroit
93.220.249.15/23,99,45.5806,-122.3748,dros89@go.com,2020-04-02 12:56:25,Oregon,Portland
238.77.228.43/12,28,33.7866,-118.2987,mgiraux8a@google.co.jp,2020-10-12 21:45:31,California,Los Angeles
40.83.195.203/6,63,32.3052,-106.7863,cpaish8b@cargocollective.com,2020-07-22 17:53:50,New Mexico,Las Cruces
2.238.146.125/13,6,42.3611,-71.0682,acondon8c@youtu.be,2020-10-25 04:57:31,Massachusetts,Boston
42.162.27.38/2,51,45.0803,-93.0875,lbratt8d@seesaa.net,2020-01-13 00:06:40,Minnesota,Saint Paul
199.18.111.86/13,81,36.7464,-119.6397,dwallworth8e@nature.com,2020-01-23 15:43:38,California,Fresno
47.229.105.227/30,79,33.0169,-116.846,pwingham8f@hugedomains.com,2021-01-01 00:59:31,California,San Diego
12.245.68.122/30,41,27.709,-80.5726,cglyde8g@oracle.com,2020-09-25 05:12:03,Florida,Vero Beach
95.68.207.226/18,64,45.0159,-93.4719,lpiche8h@shinystat.com,2020-01-02 07:19:11,Minnesota,Young America
103.86.179.238/4,43,38.8933,-77.0146,tstow8i@istockphoto.com,2020-04-07 07:11:01,District of Columbia,Washington
185.179.34.194/24,50,27.981,-81.6736,esarrell8j@symantec.com,2020-08-03 11:10:36,Florida,Winter Haven
133.122.2.114/2,35,26.0663,-80.3339,mivakin8k@myspace.com,2020-06-21 23:27:34,Florida,Fort Lauderdale
3.221.98.118/28,51,33.7866,-118.2987,bnavarro8l@jalbum.net,2020-03-28 16:39:02,California,Los Angeles
162.109.237.125/28,98,42.3389,-70.9196,abusek8m@walmart.com,2020-02-28 12:07:37,Massachusetts,Boston
89.136.102.167/8,44,39.1271,-95.6384,zvitall8n@state.gov,2020-03-15 12:14:59,Kansas,Topeka
72.197.133.177/16,1,32.2334,-86.2085,gmathan8o@so-net.ne.jp,2020-08-01 12:07:33,Alabama,Montgomery
229.227.163.208/23,2,40.1454,-82.9817,emaine8p@wsj.com,2020-07-31 13:00:24,Ohio,Columbus
142.189.80.213/17,35,40.0343,-75.1213,hmanneville8q@omniture.com,2020-12-24 05:02:44,Pennsylvania,Philadelphia
126.250.199.206/1,13,39.0668,-76.9969,zguyon8r@youku.com,2020-11-26 21:00:37,Maryland,Silver Spring
87.239.149.137/22,12,41.5878,-87.4062,nspino8s@sun.com,2020-01-19 20:54:26,Indiana,Gary
120.29.230.221/19,34,41.5968,-86.293,dpidler8t@privacy.gov.au,2020-10-14 22:02:14,Indiana,South Bend
245.84.5.219/27,2,41.6727,-93.5722,chambrook8u@about.me,2020-05-30 00:25:07,Iowa,Des Moines
12.161.20.237/26,16,38.8933,-77.0146,eayree8v@businessweek.com,2020-10-10 23:38:05,District of Columbia,Washington
32.184.192.28/2,33,37.1959,-76.5248,tcrayker8w@discovery.com,2020-04-18 03:22:01,Virginia,Newport News
96.153.124.16/20,64,30.4061,-87.2917,rjerzak8x@free.fr,2021-01-16 13:35:09,Florida,Pensacola
65.36.95.127/1,24,34.7519,-92.3925,tlowmass8y@facebook.com,2020-03-26 13:22:31,Arkansas,Little Rock
214.215.145.101/24,42,38.1321,-82.4183,msilkston8z@purevolume.com,2020-01-21 02:54:29,West Virginia,Huntington
4.175.244.43/4,25,38.2868,-85.7321,jantliff90@jalbum.net,2020-09-21 14:13:55,Indiana,Jeffersonville
241.19.154.177/12,22,32.6513,-116.9852,tpercy91@wikia.com,2020-09-18 20:22:47,California,Chula Vista
198.194.136.28/24,72,40.251,-74.7627,cberger92@trellian.com,2020-03-13 07:34:06,New Jersey,Trenton
195.159.135.141/6,80,29.9686,-90.0646,gcloke93@vimeo.com,2020-09-26 20:30:02,Louisiana,New Orleans
242.56.8.145/6,50,38.3774,-121.4444,vgothliff94@usa.gov,2020-07-21 14:50:44,California,Sacramento
183.229.215.199/2,72,43.0746,-88.0604,twasmer95@uol.com.br,2021-01-17 09:50:48,Wisconsin,Milwaukee
178.112.88.37/23,11,40.303,-76.8862,svasechkin96@skyrock.com,2020-09-08 22:44:29,Pennsylvania,Harrisburg
116.131.185.132/9,83,29.4237,-98.4925,cpetracchi97@sphinn.com,2020-01-23 19:34:04,Texas,San Antonio
225.19.59.225/15,14,37.5593,-77.4471,pmattiazzi98@ftc.gov,2020-01-21 04:02:51,Virginia,Richmond
105.229.24.196/22,85,43.073,-89.4528,imckinie99@ow.ly,2020-11-30 11:30:45,Wisconsin,Madison
109.216.226.160/31,14,32.7699,-96.743,lschild9a@parallels.com,2020-11-11 00:16:04,Texas,Dallas
89.161.81.166/31,53,37.7848,-122.7278,dhanham9b@businesswire.com,2020-04-10 20:39:24,California,San Francisco
8.73.122.100/27,40,45.5289,-94.5933,bfaircloth9c@nba.com,2020-03-12 06:09:18,Minnesota,Saint Cloud
225.235.33.238/15,22,37.2742,-79.9579,tadrian9d@oakley.com,2020-10-07 04:35:34,Virginia,Roanoke
21.181.236.134/11,71,31.9701,-111.8907,vswyndley9e@columbia.edu,2020-08-10 21:51:14,Arizona,Tucson
230.28.254.37/19,22,32.9522,-96.6654,ashayes9f@howstuffworks.com,2020-03-31 09:19:40,Texas,Garland
67.127.30.154/29,3,25.8507,-80.2366,jrummings9g@cnn.com,2020-06-19 19:57:24,Florida,Miami
62.230.131.59/23,65,38.6531,-90.2435,cmancktelow9h@goo.gl,2020-03-29 21:52:36,Missouri,Saint Louis
153.124.42.252/13,10,33.0169,-116.846,kjerrand9i@rakuten.co.jp,2020-01-05 15:35:28,California,Carlsbad
50.17.236.102/3,48,45.0159,-93.4719,saizikovich9j@home.pl,2020-09-24 13:20:52,Minnesota,Maple Plain
102.115.252.9/31,99,40.3086,-76.8464,tremon9k@wired.com,2020-01-17 18:47:09,Pennsylvania,Harrisburg
209.224.7.231/14,22,35.5514,-97.4075,sivashnyov9l@npr.org,2020-01-06 21:42:26,Oklahoma,Oklahoma City
156.166.198.39/17,81,42.2894,-71.7888,dolliff9m@opensource.org,2020-11-05 17:09:52,Massachusetts,Worcester
181.115.73.186/30,77,38.9087,-77.0414,cgiraldez9n@altervista.org,2020-02-27 18:01:36,District of Columbia,Washington
181.172.86.62/11,65,38.8289,-104.5269,shuckett9o@pbs.org,2020-09-12 07:14:46,Colorado,Colorado Springs
40.155.140.84/13,59,42.2535,-83.8366,mmyrie9p@storify.com,2020-03-14 08:35:32,Michigan,Ann Arbor
44.178.129.217/13,91,40.7713,-111.9309,gstanesby9q@biblegateway.com,2020-10-29 13:53:22,Utah,Salt Lake City
98.141.24.217/2,27,40.2204,-74.7622,dvaughten9r@usa.gov,2020-05-18 09:09:03,New Jersey,Trenton
162.79.151.251/20,3,36.7464,-119.6397,kpeniman9s@1und1.de,2020-08-09 16:00:09,California,Fresno
173.50.101.33/4,17,29.834,-95.4342,lanniwell9t@cmu.edu,2020-04-28 20:00:23,Texas,Houston
160.254.205.29/6,48,36.7464,-119.6397,mexelby9u@census.gov,2020-01-28 08:16:59,California,Fresno
147.93.207.168/15,67,41.119,-73.733,cflescher9v@4shared.com,2020-05-17 15:29:51,New York,Mount Vernon
192.136.245.173/21,34,40.6913,-73.8059,dmaudlen9w@about.com,2020-07-24 14:41:11,New York,Jamaica
182.122.84.63/1,39,40.6628,-73.9546,eearengey9x@usnews.com,2020-11-27 16:57:09,New York,Brooklyn
220.194.79.115/4,34,36.0914,-115.0885,djouhning9y@ucoz.ru,2020-06-09 19:25:07,Nevada,Las Vegas
198.186.181.111/22,22,36.2204,-115.1458,vdemaid9z@java.com,2021-01-15 04:49:40,Nevada,North Las Vegas
226.127.105.234/11,50,36.5799,-82.5733,cschruursa0@nsw.gov.au,2020-02-16 01:05:32,Tennessee,Kingsport
132.241.9.252/9,82,36.0384,-115.0857,esaipya1@multiply.com,2021-01-04 13:57:19,Nevada,Henderson
252.11.230.246/15,37,39.035,-94.3567,ncordeaua2@weibo.com,2020-03-25 06:18:48,Missouri,Kansas City
103.206.237.240/14,81,33.3022,-112.1226,jlicasa3@gmpg.org,2020-01-07 19:46:35,Arizona,Phoenix
248.200.40.11/11,25,40.9166,-74.174,lhaitha4@myspace.com,2020-09-12 02:27:25,New Jersey,Paterson
120.180.32.118/14,56,39.5437,-104.9691,kjacksa5@noaa.gov,2020-10-24 12:21:19,Colorado,Littleton
180.204.129.34/2,68,34.169,-118.3442,tsparshetta6@dailymotion.com,2020-05-01 18:08:54,California,Burbank
111.163.77.197/11,44,47.4511,-122.353,cbiasiolia7@answers.com,2020-06-19 03:04:31,Washington,Seattle
96.31.110.51/5,28,41.7845,-71.3959,etrevaskissa8@nyu.edu,2020-05-18 20:34:09,Rhode Island,Providence
228.46.24.14/22,89,40.6964,-74.0253,aciccarellia9@princeton.edu,2020-09-19 23:44:52,New York,New York City
8.110.36.170/17,24,61.1901,-149.9361,rkorfmannaa@dailymail.co.uk,2020-05-19 19:36:43,Alaska,Anchorage
76.160.197.110/9,10,27.872,-82.4388,jdrinkaleab@bravesites.com,2020-02-11 07:18:51,Florida,Tampa
119.55.225.192/24,53,42.6149,-73.9708,rlyonsac@oracle.com,2020-01-20 23:42:06,New York,Albany
14.30.208.174/21,64,32.8067,-83.6913,jbeckettad@hud.gov,2020-03-02 23:41:34,Georgia,Macon
241.154.23.181/3,96,41.2064,-95.9953,dpinchbackae@vk.com,2021-01-16 11:01:36,Nebraska,Omaha
107.141.248.134/15,81,38.4631,-122.99,crecheraf@cpanel.net,2020-03-08 10:34:24,California,Petaluma
77.91.64.155/9,62,35.2502,-94.3703,yarnholtzag@hhs.gov,2020-04-27 06:46:50,Arkansas,Fort Smith
26.228.8.43/29,28,41.2335,-96.1188,dsaleah@netscape.com,2020-10-25 08:03:08,Nebraska,Omaha
129.220.50.61/23,71,26.1443,-80.2069,twindersai@epa.gov,2020-08-04 17:23:57,Florida,Fort Lauderdale
9.56.129.117/17,54,47.368,-122.1206,ainfantinoaj@jalbum.net,2020-03-11 04:06:19,Washington,Kent
166.4.64.157/23,93,40.2805,-74.712,tdigginsak@quantcast.com,2020-12-01 09:59:50,New Jersey,Trenton
209.26.171.241/4,55,40.8063,-96.6545,eollivieral@weather.com,2020-06-08 01:12:52,Nebraska,Lincoln
230.208.46.34/14,76,41.0938,-85.0707,dpietraszekam@aboutads.info,2021-01-01 21:43:08,Indiana,Fort Wayne
163.79.111.223/6,23,39.5387,-119.8225,dvandenoordan@senate.gov,2021-01-27 14:14:25,Nevada,Reno
12.5.133.28/8,96,38.4826,-121.4006,pbirdisao@cocolog-nifty.com,2020-09-10 01:40:41,California,Sacramento
146.21.229.168/4,84,39.085,-94.6356,srollettap@cocolog-nifty.com,2020-01-09 11:56:32,Kansas,Kansas City
201.166.105.128/21,30,40.7442,-89.7184,scontiaq@psu.edu,2021-01-24 22:07:03,Illinois,Peoria
157.43.50.184/13,51,58.3271,-134.4742,eblesdillar@va.gov,2021-01-22 19:45:24,Alaska,Juneau
132.18.213.20/7,90,42.6149,-73.9708,nwalcheras@yahoo.co.jp,2020-11-16 04:53:24,New York,Albany
235.101.107.139/29,55,39.9788,-75.1262,kgascarat@bluehost.com,2020-02-16 04:37:26,Pennsylvania,Philadelphia
17.207.217.157/25,24,25.768,-80.2714,mmarvellau@uiuc.edu,2020-11-30 07:08:02,Florida,Miami
189.14.131.75/18,56,35.216,-102.0714,lespadaterav@example.com,2020-12-04 05:05:28,Texas,Amarillo
7.129.124.230/27,25,36.7563,-121.6703,ptiltaw@tuttocitta.it,2020-03-06 10:47:11,California,Salinas
205.137.252.135/15,72,39.7439,-104.9876,dcrosswaiteax@unesco.org,2020-01-28 13:39:20,Colorado,Denver
75.213.101.55/10,23,25.7341,-80.4068,dbessonay@globo.com,2020-06-11 01:56:56,Florida,Miami
59.126.207.145/10,100,38.0339,-78.4924,kdunaz@marketwatch.com,2020-09-14 06:58:13,Virginia,Charlottesville
174.249.35.133/14,82,27.9671,-82.4334,kbubeerb0@desdev.cn,2020-11-10 03:26:41,Florida,Tampa
157.225.10.97/22,65,43.0982,-89.3242,mgrisbrookb1@php.net,2020-02-25 00:14:37,Wisconsin,Madison
8.95.44.163/18,35,37.7786,-122.4892,fgatlingb2@wikia.com,2020-07-29 04:32:08,California,San Francisco
104.162.137.244/31,57,33.8932,-84.2539,ctresiseb3@ca.gov,2020-10-19 02:24:52,Georgia,Atlanta
17.67.77.239/12,45,41.0938,-85.0707,vlaurentinb4@earthlink.net,2020-11-29 23:53:15,Indiana,Fort Wayne
154.14.46.110/19,62,41.9699,-87.7603,jlantaphb5@telegraph.co.uk,2020-05-07 12:09:38,Illinois,Chicago
61.76.163.24/19,93,39.7495,-89.606,lbartelotb6@cafepress.com,2020-08-17 14:50:54,Illinois,Springfield
102.252.228.3/21,55,42.2399,-83.1508,bmudleb7@theatlantic.com,2020-08-14 22:10:03,Michigan,Detroit
4.224.143.121/17,27,43.0354,-76.1282,cfrisdickb8@msn.com,2020-08-14 16:53:36,New York,Syracuse
210.22.66.203/30,16,34.8001,-82.3932,lguynemerb9@businessinsider.com,2020-05-02 07:07:55,South Carolina,Greenville
172.243.157.7/12,62,45.9497,-108.599,dgottschalkba@ocn.ne.jp,2020-08-14 15:23:14,Montana,Billings
113.70.125.250/6,59,40.7628,-73.9785,asametbb@sfgate.com,2020-08-05 17:48:11,New York,New York City
46.66.243.77/23,18,32.6513,-116.9852,jlambartonbc@yandex.ru,2020-11-15 15:39:18,California,Chula Vista
250.191.89.84/1,25,30.6589,-88.178,rgianillibd@spiegel.de,2020-09-11 21:10:33,Alabama,Mobile
160.114.137.85/29,3,37.0318,-76.3199,spehrssonbe@businesswire.com,2020-02-09 02:30:13,Virginia,Hampton
84.15.192.205/28,32,44.9364,-123.0381,pgittensbf@rakuten.co.jp,2020-03-16 08:19:42,Oregon,Salem
103.87.148.46/17,25,33.0169,-116.846,gibbersonbg@army.mil,2020-11-12 08:55:13,California,Carlsbad
161.6.214.205/12,97,37.8044,-122.2698,faaronsbh@techcrunch.com,2020-03-31 08:54:45,California,Oakland
201.121.55.44/13,73,38.8318,-77.2888,adrablebi@imageshack.us,2020-10-17 17:03:35,Virginia,Merrifield
16.252.97.40/27,42,38.8933,-77.0146,sandrinibj@youtu.be,2020-07-23 02:31:05,District of Columbia,Washington
70.51.149.223/11,1,33.7749,-84.3046,meverleighbk@hostgator.com,2020-12-25 16:45:02,Georgia,Decatur
222.206.114.180/22,10,25.2846,-80.6246,tcoullingbl@microsoft.com,2020-08-05 17:31:46,Florida,Homestead
167.137.71.241/3,6,32.0175,-80.997,spopworthbm@nature.com,2020-08-27 08:15:48,Georgia,Savannah
164.104.86.163/6,74,25.813,-80.232,srumseybn@archive.org,2020-11-03 23:26:19,Florida,Miami
32.33.128.61/11,28,61.1872,-149.8804,agoeffbo@chicagotribune.com,2020-11-20 06:59:47,Alaska,Anchorage
187.189.112.21/29,74,31.5175,-97.1547,lramlotbp@slashdot.org,2021-01-04 19:04:56,Texas,Waco
158.160.135.235/1,98,33.754,-117.7919,btorettabq@psu.edu,2020-08-04 13:33:03,California,Santa Ana
198.180.231.176/13,72,37.9651,-84.4708,ycrabbbr@tuttocitta.it,2020-09-16 20:35:40,Kentucky,Lexington
159.111.222.128/26,54,33.6607,-117.8264,yrobertzbs@eventbrite.com,2020-04-23 06:16:23,California,Irvine
203.250.245.148/23,46,29.4189,-98.6895,ssiddaleybt@topsy.com,2020-06-06 04:05:19,Texas,San Antonio
170.121.221.2/16,67,38.189,-85.6768,ltabartbu@google.es,2020-09-10 15:52:28,Kentucky,Louisville
114.35.97.25/24,46,39.1024,-94.5986,mclewleybv@businesswire.com,2020-12-16 06:58:24,Missouri,Kansas City
167.207.177.185/29,94,45.0159,-93.4719,akoppenbw@umn.edu,2020-03-15 02:30:29,Minnesota,Maple Plain
24.26.224.14/9,88,38.9513,-76.8958,gcosbybx@posterous.com,2020-04-14 19:40:58,Maryland,Hyattsville
50.235.131.207/25,19,37.7786,-122.4892,iroullierby@census.gov,2021-01-08 07:16:20,California,San Francisco
181.102.57.109/23,56,27.8918,-82.7248,msarfatbz@jugem.jp,2020-04-15 07:24:02,Florida,Saint Petersburg
192.219.174.206/26,74,32.7423,-117.0947,svaltic0@xrea.com,2021-01-30 23:14:27,California,San Diego
95.76.154.28/4,83,39.5437,-104.9691,jeyamc1@nydailynews.com,2020-04-10 13:15:14,Colorado,Littleton
134.133.244.176/1,23,41.0957,-73.4285,wcraigmilec2@myspace.com,2021-01-21 14:23:46,Connecticut,Norwalk
132.248.26.161/5,5,33.9228,-117.4867,gbrakec3@japanpost.jp,2020-07-28 16:32:00,California,Riverside
175.18.68.154/17,71,38.189,-85.6768,bloudenc4@imdb.com,2020-12-20 23:56:25,Kentucky,Louisville
123.68.124.22/28,25,39.1668,-84.5382,hfilisovc5@blogtalkradio.com,2020-07-12 16:15:20,Ohio,Cincinnati
55.130.65.76/31,62,39.5645,-75.597,rbodlec6@gov.uk,2020-07-14 19:26:45,Delaware,Newark
39.123.177.236/12,50,27.7262,-97.4078,nnisenc7@ebay.co.uk,2021-01-14 05:35:42,Texas,Corpus Christi
215.78.187.228/6,85,38.8933,-77.0146,ffaiersc8@nydailynews.com,2020-03-23 08:02:53,District of Columbia,Washington
236.141.225.63/8,34,30.2642,-93.3265,qollerearnshawc9@gizmodo.com,2020-12-08 22:18:10,Louisiana,Lake Charles
107.230.248.253/21,12,41.6727,-93.5722,hjuanesca@istockphoto.com,2020-03-05 00:19:05,Iowa,Des Moines
76.32.227.206/1,32,39.969,-83.0114,vshakspearecb@statcounter.com,2020-01-25 16:45:49,Ohio,Columbus
184.104.124.218/26,9,45.5806,-122.3748,rsmithsoncc@goodreads.com,2020-12-14 07:48:51,Oregon,Portland
59.16.41.216/17,64,31.6948,-106.3,sjagercd@theatlantic.com,2020-03-29 04:49:47,Texas,El Paso
235.84.113.27/5,9,30.4793,-84.3462,rmarlince@wunderground.com,2021-01-11 08:25:17,Florida,Tallahassee
77.149.71.79/26,65,33.0169,-116.846,bstanexcf@seattletimes.com,2020-06-02 21:28:33,California,San Diego
131.69.80.208/26,98,39.7002,-105.0028,pgomercg@mysql.com,2020-11-13 09:06:48,Colorado,Denver
179.245.242.54/28,25,40.7548,-73.6018,ccardnellch@nydailynews.com,2020-11-30 15:14:56,New York,Port Washington
158.232.159.158/26,85,33.5446,-86.9292,ktantici@psu.edu,2020-05-11 02:47:32,Alabama,Birmingham
135.91.242.192/23,90,33.7529,-116.0556,jpoulsencj@nifty.com,2020-12-29 21:05:22,California,Corona
181.145.223.254/27,34,42.7684,-78.8871,fleprovostck@weather.com,2020-06-30 00:45:08,New York,Buffalo
194.111.225.239/27,13,41.0938,-85.0707,dmacclaycl@census.gov,2020-08-23 18:23:41,Indiana,Fort Wayne
109.134.94.85/1,59,34.8337,-92.3289,kgrimsditchcm@fda.gov,2020-10-26 11:04:24,Arkansas,North Little Rock
113.156.92.73/11,39,34.0268,-84.2422,nmelvincn@ehow.com,2020-12-15 10:41:56,Georgia,Alpharetta
208.167.181.71/26,88,27.8546,-82.7545,pluetkemeyersco@instagram.com,2021-01-20 19:27:01,Florida,Largo
221.4.100.246/14,84,30.329,-81.8176,rsiemenscp@exblog.jp,2021-01-14 23:25:38,Florida,Jacksonville
7.19.195.28/15,54,34.8272,-92.2847,kburgencq@ehow.com,2020-05-04 12:07:32,Arkansas,North Little Rock
216.128.240.123/10,36,32.5547,-94.7767,cnevettcr@gizmodo.com,2020-09-14 15:29:43,Texas,Longview
189.191.133.228/31,93,37.3811,-122.3348,rcollumbellcs@netvibes.com,2020-09-17 14:12:15,California,Redwood City
178.89.239.160/18,5,27.9843,-82.7813,dscogganct@pcworld.com,2021-01-21 20:12:49,Florida,Clearwater
90.149.200.114/5,79,40.0018,-75.1179,stersaycu@bloglines.com,2020-08-11 09:16:50,Pennsylvania,Philadelphia
35.76.127.159/3,12,32.3218,-90.1771,kmackerelcv@comsenz.com,2020-01-15 20:42:21,Mississippi,Jackson
180.179.155.139/9,7,35.26,-80.8042,dklimkowskicw@webmd.com,2020-08-04 09:40:50,North Carolina,Charlotte
209.213.109.74/17,34,31.6948,-106.3,kbealtoncx@theatlantic.com,2020-08-29 08:48:25,Texas,El Paso
